"RegionType","RegionName","City","State","Metro","CBSATitle","SizeRank","MarketHealthIndex","SellForGain","PrevForeclosed","ForeclosureRatio","ZHVI","MoM","YoY","ForecastYoYPctChange","StockOfREOs","NegativeEquity","Delinquency","DaysOnMarket"
"City","Desoto","Desoto","TX","Dallas-Fort Worth, TX","""Dallas-Fort Worth-Arlington, TX""",1025,8.39127218934911,100,7.4267,1.1266,187700,0.805585392051558,9.63785046728972,0.0487693127330846,,,,50
"City","York","York","PA","York, PA","""York-Hanover, PA""",1026,0.419748520710059,59.09,12.7062,10.1632,76200,0.793650793650794,2.69541778975741,0.0233727034120734,,0.126286439643075,0.0807388886189177,83
"City","Chesterfield","Chesterfield","MI","Detroit, MI","""Detroit-Warren-Dearborn, MI""",1027,4.55436390532544,77.78,,,195900,0.255885363357216,6.46739130434783,0.0298366513527311,,0.0544184662971074,0.0104495069600562,63
"City","Hackensack","Hackensack","NJ","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",1029,2.51664201183432,63.64,10.3646,0.9657,317400,0.634115409004439,7.33851876902266,0.0252205419029616,,0.192489568845619,0.124277456647399,115
"City","Campbell","Campbell","CA","San Jose, CA","""San Jose-Sunnyvale-Santa Clara, CA""",1030,9.79289940828402,100,,,1297100,2.157990076396,20.6716903898037,0.0937290879654613,,0.0236642632649288,0.015625,37
"City","Roseburg","Roseburg","OR","Roseburg, OR","""Roseburg, OR""",1031,1.89349112426035,88.89,5.6715,9.1484,198700,-0.351053159478435,12.2598870056497,,,0.0810073758379472,0.0483655153270749,83
"City","Arlington","Arlington","MA","Boston, MA","""Boston-Cambridge-Newton, MA-NH""",1032,9.17159763313609,100,,,700700,0.545271918496197,9.98273426463664,0.043667760810618,,0.0408350572813643,0.0166297076507464,50.5
"City","Desert Hot Springs","Desert Hot Springs","CA","Riverside, CA","""Riverside-San Bernardino-Ontario, CA""",1033,6.73261834319527,86.67,13.7712,6.3478,205300,0.736015701668302,13.3002207505519,0.0648563078421822,,0.133166614567052,0.028169014084507,102
"City","Cerritos","Cerritos","CA","Los Angeles-Long Beach-Anaheim, CA","""Los Angeles-Long Beach-Anaheim, CA""",1034,9.02736686390532,97.06,3.0332,0.4453,716700,0.915235145029569,5.58338243959929,0.0180256732245012,,0.05008,0.0223642172523962,78.5
"City","Rogers","Rogers","AR","Fayetteville, AR","""Fayetteville-Springdale-Rogers, AR-MO""",1035,8.37647928994083,,,,173200,0.756253635834788,8.86235072281584,0.0392898383371825,,0.078988090929756,0.0141560101239076,67
"City","Enfield","Enfield","CT","Hartford, CT","""Hartford-West Hartford-East Hartford, CT""",1036,2.87074704142012,92.86,1.4954,1.094,176700,0.0566251415628539,4.30932703659976,0.0215110356536503,,0.134394818513021,0.0753012048192771,79
"City","Lake City","Lake City","FL","Lake City, FL","""Lake City, FL""",1037,4.02366863905325,100,,,126500,-0.939702427564605,13.6567834681042,,,0.129379265157903,0.0580687512426436,97
"City","Burke","Burke","VA","Washington, VA","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1038,4.44896449704142,95.24,,0.6051,499100,-0.1999600079984,0.828282828282828,0.00853135644159497,,0.0615009151921904,0.0158730158730159,53.5
"City","Dekalb","Dekalb","IL","Chicago, IL","""Chicago-Naperville-Elgin, IL-IN-WI""",1039,1.87684911242604,38.89,,,137700,0.805270863836018,4.23921271763815,0.0212636165577342,,0.223225176872408,0.0404371584699454,99
"City","Henrietta","Henrietta","NY","Rochester, NY","""Rochester, NY""",1040,0.491863905325444,,,,150600,-0.198807157057654,-4.62317922735909,0.0248804780876495,,0.0512457349467143,0.0974332973479957,77
"City","Orangeburg","Orangeburg","SC","Orangeburg, SC","""Orangeburg, SC""",1041,2.44914940828402,88.89,9.125,1.3117,89600,0.223713646532438,9.26829268292683,,,0.133413999504068,0.110816257235511,128
"City","Hobbs","Hobbs","NM","Hobbs, NM","""Hobbs, NM""",1042,4.77440828402367,,,,114600,0.614574187884109,-0.347826086956522,,,0.13260970654707,0.0383903548536057,94.5
"City","Webster","Webster","NY","Rochester, NY","""Rochester, NY""",1043,0.770155325443787,,,,197400,-0.101214574898785,-4.63768115942029,0.0192299898682877,,0.0350152240104393,0.0652173913043478,76.5
"City","Concord","Concord","NH","Concord, NH","""Concord, NH""",1044,8.99038461538461,76.92,,,211800,1.00143061516452,7.84114052953157,,,0.0818607718613183,0.0195697623920573,88
"City","Brunswick","Brunswick","OH","Cleveland, OH","""Cleveland-Elyria, OH""",1045,6.4792899408284,100,,,176500,0.914808461978273,6.64652567975831,0.0212011331444759,,0.059823677581864,0.0403508771929825,64
"City","Chesterfield","Chesterfield","MO","St. Louis, MO","""St. Louis, MO-IL""",1046,3.48280325443787,75,,0.9649,356400,-0.335570469798658,-6.0126582278481,0.0116947250280584,,0.0493791768571419,0.0126748914577249,72
"City","Port Richey","Port Richey","FL","Tampa, FL","""Tampa-St. Petersburg-Clearwater, FL""",1047,6.08820266272189,81.13,,,102300,0.788177339901478,20.4946996466431,0.0528934506353862,,0.164726770566187,0.0898203592814371,68
"City","Catonsville","Catonsville","MD","Baltimore, MD","""Baltimore-Columbia-Towson, MD""",1048,2.52403846153846,84.62,4.7909,1.9071,282600,-0.317460317460317,1.72786177105832,0.00925690021231418,,0.100097181729835,0.0412621359223301,93
"City","Plymouth","Plymouth","MA","Boston, MA","""Boston-Cambridge-Newton, MA-NH""",1049,3.05473372781065,81.82,,16.6623,350600,0.57372346528973,7.02075702075702,0.032564175698802,,0.0649969580206855,0.0998439937597504,82
"City","Newark","Newark","CA","San Francisco, CA","""San Francisco-Oakland-Hayward, CA""",1050,9.73835059171598,100,3.7281,,797700,0.757862826828344,10.1339224078421,0.0453466215369187,,0.0330592968340038,0,43
"City","Penn Hills","Penn Hills","PA","Pittsburgh, PA","""Pittsburgh, PA""",1051,4.3491124260355,100,1.8548,,90800,0.110253583241455,5.45876887340302,0.0327312775330397,,0.105920538177983,0.051528311664622,92
"City","Bell Gardens","Bell Gardens","CA","Los Angeles-Long Beach-Anaheim, CA","""Los Angeles-Long Beach-Anaheim, CA""",1052,9.52662721893491,100,,,486700,0.641025641025641,11.1440968257593,0.0401294431888226,,,,64
"City","Alpharetta","Alpharetta","GA","Atlanta, GA","""Atlanta-Sandy Springs-Roswell, GA""",1053,7.24667159763314,,,,390400,-0.0512032770097286,2.06535947712418,0.0311629098360655,,0.0661792934958273,0.00373224041440136,67.5
"City","Thibodaux","Thibodaux","LA","Houma, LA","""Houma-Thibodaux, LA""",1054,4.11150147928994,100,,,153000,0.262123197903014,-2.17391304347826,0.019045751633987,,0.0722679200940071,0.040650406504065,85
"City","Mount Juliet","Mount Juliet","TN","Nashville, TN","""Nashville-Davidson--Murfreesboro--Franklin, TN""",1055,8.62148668639053,96.67,1.7014,,285000,0.671140939597315,7.99545282303903,0.0275298245614035,,0.0495594713656388,0.0101010101010101,60.5
"City","East Lansing","East Lansing","MI","Lansing, MI","""Lansing-East Lansing, MI""",1056,8.73520710059172,100,,,181200,0.499168053244592,2.7793533749291,0.0335540838852098,,0.0789181999556639,0.00561797752808989,91
"City","Taunton","Taunton","MA","Providence, RI","""Providence-Warwick, RI-MA""",1057,2.47226331360947,95.65,,6.0889,276600,-0.0722543352601156,8.00468566966029,0.0330911062906725,,0.105207158952565,0.0699686619911862,71
"City","Charleston","Charleston","WV","Charleston, WV","""Charleston, WV""",1058,7.88738905325444,82.35,,,103400,2.37623762376238,3.7111334002006,0.0408607350096712,,0.116440878710759,0.0134111995181542,112.5
"City","Everett","Everett","MA","Boston, MA","""Boston-Cambridge-Newton, MA-NH""",1059,8.9219674556213,100,,5.7691,388900,1.01298701298701,12.8227444154337,0.0497505785548984,,0.0774299835255354,0.0283687943262411,70.5
"City","Manchester","Manchester","NJ","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",1060,0.39478550295858,84.85,6.9148,4.9998,179600,-0.718629076838032,3.57554786620531,0.0155233853006682,,0.0984583761562179,0.112734864300626,105
"City","Prattville","Prattville","AL","Montgomery, AL","""Montgomery, AL""",1061,6.24445266272189,,,,136700,0.219941348973607,5.23479599692071,0.0310607168983175,,0.161644352829122,0.0161888459746282,104
"City","Palm Springs","Palm Springs","CA","Riverside, CA","""Riverside-San Bernardino-Ontario, CA""",1062,8.63720414201183,84.75,4.6912,1.2394,319100,1.5272033089405,3.83989586723072,0.0440144155437168,,0.0915202973934385,0.0181211932602235,86
"City","Potomac","Potomac","MD","Washington, VA","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1063,5.56675295857988,90.48,2.8391,1.0197,855000,-0.233372228704784,-0.268284147906217,0.0019672514619884,,0.0447633063527103,0.0301369863013699,98
"City","Granbury","Granbury","TX","Dallas-Fort Worth, TX","""Dallas-Fort Worth-Arlington, TX""",1064,8.54012573964497,95.77,,,221100,0.820793433652531,14.0278494069108,0.057412935323383,,,,61
"City","Fallbrook","Fallbrook","CA","San Diego, CA","""San Diego-Carlsbad, CA""",1065,9.17252218934911,86.84,3.5754,0.8054,570900,0.634584875727129,5.40989660265879,0.0374321247153617,,0.0558659217877095,0.0148148148148148,81
"City","Mankato","Mankato","MN","Mankato, MN","""Mankato-North Mankato, MN""",1066,4.76701183431953,86.96,,,184300,0.0542888165038002,4.65644520159001,0.032072707542051,,0.0546507419471589,0.0165562913907285,67
"City","Patchogue","Patchogue","NY","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",1067,1.30269970414201,,,,306900,0.130505709624796,9.96058760300967,0.0303421309872922,,0.122428193114687,0.186356073211314,122
"City","Hudson","Hudson","FL","Tampa, FL","""Tampa-St. Petersburg-Clearwater, FL""",1068,3.44119822485207,78.43,,,157400,0.768245838668374,9.30555555555556,0.0324142312579416,,0.118933320294003,0.0984443129922758,78.5
"City","Oakland Park","Oakland Park","FL","Miami-Fort Lauderdale, FL","""Miami-Fort Lauderdale-West Palm Beach, FL""",1069,8.33302514792899,86.36,,,209600,0.866217516843118,16.315205327414,0.0392223282442747,,0.117003502143839,0.0680184100342846,99
"City","Monrovia","Monrovia","CA","Los Angeles-Long Beach-Anaheim, CA","""Los Angeles-Long Beach-Anaheim, CA""",1070,7.59060650887574,100,4.5773,1.0492,640600,0.234705053982162,4.07798537774167,0.015483921323759,,0.0451773209848656,0.025,63
"City","Dunwoody","Dunwoody","GA","Atlanta, GA","""Atlanta-Sandy Springs-Roswell, GA""",1071,5.54086538461539,85.71,,,438100,0.643234550884447,3.52079395085066,0.0286258845012555,,0.0585744305834193,0.00487171337638871,56
"City","West Chester","West Chester","OH","Cincinnati, OH","""Cincinnati, OH-KY-IN""",1072,5.29123520710059,,,,227800,0.131868131868132,6.84803001876173,0.0324802458296751,,0.0660739543342089,0.0351681957186544,63
"City","Clifton Park","Clifton Park","NY","Albany, NY","""Albany-Schenectady-Troy, NY""",1073,2.93639053254438,,,,280800,0.39327851269217,4.15430267062314,0.0198967236467236,,0.0515088281173973,0.0461868081478354,83
"City","Freeport","Freeport","NY","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",1074,3.28772189349112,100,,,360000,0.22271714922049,8.69565217391304,0.0266833333333334,,0.133909287257019,0.295698924731183,159
"City","Rancho Santa Margarita","Rancho Santa Margarita","CA","Los Angeles-Long Beach-Anaheim, CA","""Los Angeles-Long Beach-Anaheim, CA""",1075,5.47522189349112,100,3.0678,,634900,0.44296788482835,3.45445657487372,0.0155804063632068,,0.045843442727621,0.011142061281337,50
"City","Claremore","Claremore","OK","Tulsa, OK","""Tulsa, OK""",1076,0.959689349112426,,,,121200,-0.0824402308326463,-3.42629482071713,0.0308663366336634,,0.0857649263838458,0.0409944389528965,76
"City","Lehi","Lehi","UT","Provo, UT","""Provo-Orem, UT""",1077,9.39996301775148,,,,307400,0.4903563255966,11.4171801377311,0.0356115810019519,,0.107030657566894,0.00910931174089069,63
"City","San Jacinto","San Jacinto","CA","Riverside, CA","""Riverside-San Bernardino-Ontario, CA""",1078,4.69304733727811,78.95,10.192,3.1956,267100,0.678477195627591,10.1897689768977,0.0621789591913142,,0.129690623222516,0.0596362172707769,66
"City","Westfield","Westfield","MA","Springfield, MA","""Springfield, MA""",1079,2.96042899408284,90.48,7.1349,3.9103,224800,0.491729995529727,2.88329519450801,0.0336298932384342,,0.0830518577389231,0.069377990430622,82
"City","Woonsocket","Woonsocket","RI","Providence, RI","""Providence-Warwick, RI-MA""",1080,3.94230769230769,78.57,5.8366,1.8253,176800,1.02857142857143,8.5995085995086,0.0376753393665159,,0.193197755960729,0.0544464609800363,82
"City","Elizabethtown","Elizabethtown","KY","Elizabethtown, KY","""Elizabethtown-Fort Knox, KY""",1081,7.37980769230769,93.33,,,150900,0.734312416555407,4.79166666666667,0.047196819085487,,0.130423349986852,0.0221774193548387,91
"City","Cypress","Cypress","CA","Los Angeles-Long Beach-Anaheim, CA","""Los Angeles-Long Beach-Anaheim, CA""",1082,8.69082840236686,100,1.8519,,654800,0.383259236547601,5.05374618963581,0.0215287110568112,,0.0397568588795794,0.0165289256198347,58.5
"City","Lakeside","Lakeside","CA","San Diego, CA","""San Diego-Carlsbad, CA""",1084,8.2914201183432,90.32,2.8947,0.5263,505000,0.738080989427489,8.06762251230473,0.0375940594059405,,0.0564769161810847,0.0357142857142857,51
"City","Auburn","Auburn","CA","Sacramento, CA","""Sacramento--Roseville--Arden-Arcade, CA""",1085,9.63202662721893,90,1.8213,0.6503,430600,0.396362788528795,8.627648839556,0.050190431955411,,0.0492563831439744,0.00999230669607664,66.5
"City","North Lauderdale","North Lauderdale","FL","Miami-Fort Lauderdale, FL","""Miami-Fort Lauderdale-West Palm Beach, FL""",1086,7.89386094674556,80.65,,,185600,1.36537411250683,15.2079453755431,0.0430280172413793,,0.128653915553952,0.0925666199158485,94.5
"City","Hoover","Hoover","AL","Birmingham, AL","""Birmingham-Hoover, AL""",1087,7.19304733727811,92.31,2.5729,1.3775,262200,0.34443168771527,0.884955752212389,0.0339282990083905,,0.0772185841625715,0.0128730491768143,82
"City","Shakopee","Shakopee","MN","Minneapolis-St Paul, MN","""Minneapolis-St. Paul-Bloomington, MN-WI""",1088,4.21320266272189,81.13,6.5881,0.9049,255900,0.313602508820071,3.89768574908648,0.017538100820633,,0.0756313131313131,0.0233722871452421,67
"City","Fitchburg","Fitchburg","MA","Worcester, MA","""Worcester, MA-CT""",1089,2.29937130177515,100,,10.2298,189300,0.424403183023873,10.3146853146853,0.0358584257791865,,0.152378592666006,0.0959349593495935,69
"City","Haltom City","Haltom City","TX","Dallas-Fort Worth, TX","""Dallas-Fort Worth-Arlington, TX""",1090,9.61815828402367,100,4.0738,0.6847,135900,0.741289844329133,13.25,0.0587637969094923,,,,49
"City","Pine Hills","Pine Hills","FL","Orlando, FL","""Orlando-Kissimmee-Sanford, FL""",1091,8.15273668639053,87.5,,,125900,1.45044319097502,18.1050656660413,0.0662509928514694,,0.175549030749186,0.0901226441842864,85
"City","Linden","Linden","NJ","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",1092,2.23280325443787,85.71,16.8335,6.1431,278200,1.27411721878413,10.7484076433121,0.0311538461538461,,0.16472366148532,0.129750982961992,111.5
"City","Collierville","Collierville","TN","Memphis, TN","""Memphis, TN-MS-AR""",1093,8.30436390532544,89.23,1.0356,1.0692,306500,0.425950196592398,5.47143840330351,0.0399543230016313,,0.0653573013759432,0.0220713073005093,67
"City","Kapolei","Kapolei","HI","Urban Honolulu, HI","""Urban Honolulu, HI""",1094,9.72170857988166,100,,,637400,0.504572690003154,6.60645592908513,0.045112958895513,,0.0510588917899623,0.0227272727272727,71
"City","Leominster","Leominster","MA","Worcester, MA","""Worcester, MA-CT""",1095,2.25684171597633,80,,5.2854,243000,0.206185567010309,7.19011910013233,0.0330411522633745,,0.0988669590643275,0.0573012939001848,70
"City","Hopkinsville","Hopkinsville","KY","Clarksville, TN","""Clarksville, TN-KY""",1096,9.70136834319527,100,,,121200,2.36486486486486,10.989010989011,0.0561303630363037,,0.10522513845413,0.034324942791762,105
"City","Crestview","Crestview","FL","Crestview-Fort Walton Beach-Destin, FL","""Crestview-Fort Walton Beach-Destin, FL""",1097,1.13812869822485,73.68,,,158000,0.190234622701332,3.40314136125654,0.0277784810126582,,0.171491262165983,0.0658502508013103,97
"City","Brea","Brea","CA","Los Angeles-Long Beach-Anaheim, CA","""Los Angeles-Long Beach-Anaheim, CA""",1098,8.32193047337278,94.74,2.5997,1.6113,690100,0.305232558139535,3.79004361558129,0.0222793798000289,,0.0433084275180415,0.013644635963411,71
"City","Milledgeville","Milledgeville","GA","Milledgeville, GA","""Milledgeville, GA""",1099,4.26497781065089,0,,,129200,1.41287284144427,3.69181380417336,,,0.169330289193303,0.0337078651685393,107
"City","Cumberland","Cumberland","MD","Cumberland, MD","""Cumberland, MD-WV""",1100,1.42566568047337,81.82,5.7386,1.7746,74900,-0.266311584553928,2.3224043715847,0.0114686248331108,,0.198532447226936,0.0342472201699109,149
"City","Fair Oaks","Fair Oaks","CA","Sacramento, CA","""Sacramento--Roseville--Arden-Arcade, CA""",1101,9.53217455621302,92.31,3.0648,0.3831,436400,1.18247159749594,8.74657363568403,0.0551695692025664,,0.0633211678832117,0.0345821325648415,58
"City","Wilkes-Barre","Wilkes-Barre","PA","Scranton, PA","""Scranton--Wilkes-Barre--Hazleton, PA""",1102,1.21394230769231,25,7.4867,5.6678,51000,0.790513833992095,0,0.0243725490196078,,0.223470092634168,0.0527559994429529,136
"City","Rowland Heights","Rowland Heights","CA","Los Angeles-Long Beach-Anaheim, CA","""Los Angeles-Long Beach-Anaheim, CA""",1103,9.23354289940828,100,3.1715,0.655,628600,0.415335463258786,6.75951086956522,0.023814826598791,,0.042778057372924,0.0176470588235294,73
"City","Marion","Marion","IN","Marion, IN","""Marion, IN""",1104,6.11871301775148,100,,,66700,1.83206106870229,11.1666666666667,,,0.213277197569125,0.0367336243664753,78
"City","Merritt Island","Merritt Island","FL","Melbourne, FL","""Palm Bay-Melbourne-Titusville, FL""",1105,9.32414940828402,92.31,,,270600,0.744601638123604,11.7719950433705,0.039120473022912,,0.0573937095041965,0.0477054823337014,86.5
"City","Lindenhurst","Lindenhurst","NY","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",1106,3.22207840236686,,,,345500,0.611531741409435,13.4274458305975,0.0284688856729378,,0.102489492402199,0.194006309148265,121
"City","Grapevine","Grapevine","TX","Dallas-Fort Worth, TX","""Dallas-Fort Worth-Arlington, TX""",1107,8.02237426035503,100,,,341300,0.856973995271868,5.92799503414029,0.037764430120129,,,,44
"City","Norwich","Norwich","CT","New London, CT","""Norwich-New London, CT""",1108,2.74038461538462,66.67,4.1653,0.9221,168600,0.118764845605701,7.86948176583493,0.0298161328588376,,0.168811881188119,0.101173020527859,100
"City","Kearny","Kearny","NJ","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",1109,0.53439349112426,,,,329700,0.0303398058252427,5.97878495660559,0.0279860479223537,,0.173304628632939,0.101449275362319,97
"City","La Puente","La Puente","CA","Los Angeles-Long Beach-Anaheim, CA","""Los Angeles-Long Beach-Anaheim, CA""",1110,8.97744082840237,100,,1.3786,443400,0.612661674608577,7.98830979055041,0.0280108254397835,,0.0542683682319415,0.0365296803652968,64
"City","Aiea","Aiea","HI","Urban Honolulu, HI","""Urban Honolulu, HI""",1111,9.30935650887574,100,,,694500,0.491969324265663,3.79614407412943,0.0407213822894168,,0.0380169535062933,0.0135135135135135,62
"City","Gig Harbor","Gig Harbor","WA","Seattle, WA","""Seattle-Tacoma-Bellevue, WA""",1112,6.8435650887574,94.52,4.436,3.5424,462700,0.368763557483731,8.25924192793636,0.0430170736978603,,0.0428489238359565,0.0366269113128022,67
"City","Peachtree Corners","Peachtree Corners","GA","Atlanta, GA","""Atlanta-Sandy Springs-Roswell, GA""",1113,9.00240384615385,100,,,330100,0.242939568782265,4.62757527733756,0.0389427446228416,,0.0624120131393712,0.0075187969924812,66
"City","Holyoke","Holyoke","MA","Springfield, MA","""Springfield, MA""",1114,2.4167899408284,76.47,,3.0549,186900,0.322061191626409,6.61722760981175,0.0304440877474585,,0.0978189028420357,0.0844594594594595,81
"City","Eureka","Eureka","CA","Eureka, CA","""Eureka-Arcata-Fortuna, CA""",1115,5.80991124260355,87.5,4.3035,0.4194,269700,0.446927374301676,6.85419968304279,,,0.10393623358878,0.0249214211728816,70
"City","Country Club","Country Club","FL","Miami-Fort Lauderdale, FL","""Miami-Fort Lauderdale-West Palm Beach, FL""",1116,7.09227071005917,82.35,,,211900,0.665083135391924,15.792349726776,0.0366776781500708,,0.139814950800411,0.0651260504201681,96
"City","Muskogee","Muskogee","OK","Muskogee, OK","""Muskogee, OK""",1117,0.575998520710059,,,,50900,-0.196078431372549,-15.7284768211921,,,0.121783724379266,0.0595030352499837,81
"City","North Brunswick","North Brunswick","NJ","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",1118,0.134060650887574,62.5,11.0882,5.3114,296400,-0.269179004037685,2.7027027027027,0.0156916329284751,,0.129829701519868,0.0691114245416079,106
"City","Elkton","Elkton","MD","Philadelphia, PA","""Philadelphia-Camden-Wilmington, PA-NJ-DE-MD""",1119,0.367048816568047,66.67,7.9204,1.9274,216400,-0.0923361034164358,3.14585319351764,0.0217051756007394,,0.138432398763986,0.0723802010048753,102
"City","Blue Springs","Blue Springs","MO","Kansas City, MO","""Kansas City, MO-KS""",1120,7.26886094674556,100,,,160900,0.436953807740325,7.40987983978638,0.0335612181479179,,0.0861245600178778,0.0196559510379156,60.5
"City","Fenton","Fenton","MO","St. Louis, MO","""St. Louis, MO-IL""",1121,6.75295857988166,92.86,1.8726,1.0873,208000,0.0962463907603465,-0.14402304368699,0.0306057692307693,,0.0739678183859299,0.0219224283305228,66.5
"City","Buford","Buford","GA","Atlanta, GA","""Atlanta-Sandy Springs-Roswell, GA""",1122,6.49593195266272,100,,,234300,0.342612419700214,5.82655826558266,0.0395006402048657,,0.0684859616898452,0.0363984674329502,63
"City","Idaho Falls","Idaho Falls","ID","Idaho Falls, ID","""Idaho Falls, ID""",1123,4.74944526627219,0,,,148800,0.813008130081301,8.06100217864924,0.0487701612903226,,0.132019134408768,0.0215881140956117,57
"City","Hoffman Estates","Hoffman Estates","IL","Chicago, IL","""Chicago-Naperville-Elgin, IL-IN-WI""",1124,2.50462278106509,71.7,,,247500,0.243013365735115,3.08204914618909,0.0234666666666667,,0.142195099727256,0.0313295856506155,94
"City","Crystal Lake","Crystal Lake","IL","Chicago, IL","""Chicago-Naperville-Elgin, IL-IN-WI""",1125,2.19397189349112,80.77,,,209400,0.624699663623258,6.89127105666156,0.02518147086915,,0.121336339762179,0.0663817462966044,76
"City","Salem","Salem","MA","Boston, MA","""Boston-Cambridge-Newton, MA-NH""",1126,6.22318786982249,92.11,,4.9811,359700,0.167084377610693,7.59796589889321,0.033302752293578,,0.0860995850622407,0.0192771084337349,69.5
"City","State College","State College","PA","State College, PA","""State College, PA""",1127,9.83727810650888,100,,,292400,0.68870523415978,6.28862231915667,0.0380027359781121,,0.0487732781554833,0.0121212121212121,87
"City","Tonawanda","Tonawanda","NY","Buffalo, NY","""Buffalo-Cheektowaga-Niagara Falls, NY""",1128,9.17067307692308,,,,138700,0.946142649199418,9.73101265822785,0.0454578226387887,,0.0390595180954873,0.068538913714419,82
"City","Germantown","Germantown","TN","Memphis, TN","""Memphis, TN-MS-AR""",1129,9.02366863905325,90.91,0.8768,0.6005,309800,0.519143413367943,5.80601092896175,0.040187217559716,,0.05932727891565,0.0113543155840483,70
"City","New Berlin","New Berlin","WI","Milwaukee, WI","""Milwaukee-Waukesha-West Allis, WI""",1130,6.33783284023669,89.47,1.6667,2.5775,252400,-0.0791765637371338,2.55993498577814,0.0269413629160062,,0.0434110996579651,0.00308261532543961,68
"City","Lake Oswego","Lake Oswego","OR","Portland, OR","""Portland-Vancouver-Hillsboro, OR-WA""",1131,8.67973372781065,100,0.8015,4.647,605600,-0.0989772352358957,6.37625153697523,0.037815389696169,,0.0397870134650939,0.0229555193438158,93
"City","Evans","Evans","GA","Augusta, SC","""Augusta-Richmond County, GA-SC""",1132,3.40421597633136,100,,,232600,0,2.46696035242291,0.0191487532244197,,0.102598842221949,0.0168067226890756,94.5
"City","Grass Valley","Grass Valley","CA","Truckee, CA","""Truckee-Grass Valley, CA""",1133,8.44397189349112,86.67,7.4727,0.5382,366000,0.164203612479475,7.64705882352941,,,0.0582016584164726,0.0122822393624,90
"City","Menlo Park","Menlo Park","CA","San Francisco, CA","""San Francisco-Oakland-Hayward, CA""",1134,9.99445266272189,100,,,2146300,2.03955500618047,11.990607878946,0.0430522294180684,,0.0149789029535865,0,44.5
"City","Levittown","Levittown","NY","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",1135,6.35817307692308,87.5,1.5186,,403300,0.273495773247141,7.4034620505992,0.0263947433672205,,0.0563129816241849,0.205263157894737,129
"City","Elmont","Elmont","NY","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",1136,2.21523668639053,100,,,413800,-0.0724462690171456,6.37532133676093,0.0240478492025133,,0.0997171145685997,0.267139479905437,131
"City","Rowlett","Rowlett","TX","Dallas-Fort Worth, TX","""Dallas-Fort Worth-Arlington, TX""",1137,9.91401627218935,100,2.0561,0.8003,245900,0.531479967293541,8.18301803783546,0.0489548596990648,,,,61
"City","Sarasota","Sarasota","FL","North Port-Sarasota-Bradenton, FL","""North Port-Sarasota-Bradenton, FL""",1138,2.47318786982249,89.12,,,273800,0.109689213893967,0.513950073421439,0.00217311906501094,,0.055332794733169,0.063876331043366,107
"City","Merrillville","Merrillville","IN","Chicago, IL","""Chicago-Naperville-Elgin, IL-IN-WI""",1139,0.778476331360947,,,,127600,0.314465408805031,6.68896321070234,0.0259090909090909,,0.154583061180057,0.0985915492957747,80
"City","Streamwood","Streamwood","IL","Chicago, IL","""Chicago-Naperville-Elgin, IL-IN-WI""",1140,0.207100591715976,68.42,,,183800,0.437158469945355,2.56696428571429,0.0158378672470076,,0.175234091343398,0.0556161395856052,73
"City","Port Huron Township","Port Huron Township","MI","Detroit, MI","""Detroit-Warren-Dearborn, MI""",1141,3.80639792899408,50,,,91800,1.10132158590308,8.25471698113208,0.0351633986928104,,0.156059897051942,0.0254872563718141,69
"City","Ankeny","Ankeny","IA","Des Moines, IA","""Des Moines-West Des Moines, IA""",1142,8.62703402366864,100,,,214600,0.42115114646701,2.72857826711345,0.0368266542404474,,0.0642409491437395,0.00794872858198774,83.5
"City","Franklin Township","Franklin Township","NJ","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",1143,1.23613165680473,81.82,1.7932,2.5493,327300,-0.243828101188662,2.79522613065327,0.0144393522761992,,0.122165937456479,0.0941939536770209,101
"City","Fort Pierce","Fort Pierce","FL","Port St. Lucie, FL","""Port St. Lucie, FL""",1144,8.70654585798817,87.5,,,119300,0.590219224283305,20.1409869083585,0.0622296730930427,,0.10033767934738,0.0706604188328225,103
"City","Bountiful","Bountiful","UT","Ogden, UT","""Ogden-Clearfield, UT""",1145,3.84153106508876,92.86,,,270500,0.408314773570898,5.74667709147772,0.0262957486136783,,0.0901386748844376,0.011965811965812,51.5
"City","Wooster","Wooster","OH","Wooster, OH","""Wooster, OH""",1146,8.54197485207101,,,,147800,0.475866757307954,11.4630467571644,,,0.0559406738674835,0.00288184438040346,68
"City","Georgetown","Georgetown","KY","Lexington, KY","""Lexington-Fayette, KY""",1147,5.09060650887574,100,,,179200,0.561167227833894,5.5359246171967,0.0293470982142856,,0.118391323994578,0.0139949109414758,64.5
